custom_id,task_name,how,slug,category_name,named_source,source_real,votes,confidence
cn-all-remaining-0356-d600f1dc,长 QT 综合征候选变异的群体频率证据评估,分类,x-genomics-data-repository,Genomics / Bioinformatics Data Repository — 组学数据集与样本注释,,yes,3/3,0.72
cn-all-remaining-0357-9d6f6ae8,数据统计半环形组合图绘制,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/3,0.48
cn-all-remaining-0358-a36b0f21,环形热图与韦恩图组合图,分类,x-genomics-data-repository,Genomics / Bioinformatics Data Repository — 组学数据集与样本注释,,yes,2/3,0.52
cn-all-remaining-0359-ab661e58,用EIS评估金属材料电化学性能,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.59
cn-all-remaining-0360-312accf1,BrickCore PCBA 原理图与 Layout 设计工程,分类,pcb-design,PCB Design Software,,yes,3/3,0.77
cn-all-remaining-0362-01359fb6,微震全矩张量反演与分解,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,no,2/3,0.47
cn-all-remaining-0363-4545ec79,3D 地形水力侵蚀模拟与四叉树 LOD 网格生成,分类,gis,GIS Software,,no,3/3,0.47
cn-all-remaining-0364-990a106a,地质横剖面自动制图与 FGDC 符号化渲染,分类,geology-and-seismic,Geology and Seismic Software,,no,3/3,0.52
cn-all-remaining-0365-375c7e55, XGBoost 回归模型训练并计算 SHAP 值，绘制特征重要性环形图,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,unsure,2/3,0.33
cn-all-remaining-0366-96678dde,基于 D3REAM 与三模型 MACE 保守估计的 BCN 低能量高密度高维氏硬度多目标逆向设计,分类,x-atomistic-simulation-package,Atomistic / Molecular Simulation Package — 分子动力学与第一性原理计算,,yes,3/3,0.52
cn-all-remaining-0367-7a386953,碳相维氏硬度代理候选筛选与 VASPKIT 弹性任务生成,分类,x-atomistic-simulation-package,Atomistic / Molecular Simulation Package — 分子动力学与第一性原理计算,,yes,3/3,0.53
cn-all-remaining-0368-6fa8f105,多模型性能对比雷达图,分类,x-ml-experiment-tracking,ML Experiment Tracking / Model Registry — 逐 run 指标对比与模型版本,,yes,3/3,0.55
cn-all-remaining-0369-bbf80adf,多模型回归性能对比与拟合优度分析图,分类,x-ml-experiment-tracking,ML Experiment Tracking / Model Registry — 逐 run 指标对比与模型版本,,unsure,1/3,0.4
cn-all-remaining-0370-135929fe,球罐罐区无损检测与热处理资源配置及工期优化,分类,inspection-management,Inspection Management Software,,yes,1/3,0.53
cn-all-remaining-0371-8bb9b097,多维度特征筛选环形图,分类,x-ml-experiment-tracking,ML Experiment Tracking / Model Registry — 逐 run 指标对比与模型版本,,no,1/3,0.67
cn-all-remaining-0377-f420b9d5,外科术前二维 CT 交互式分割与规划训练平台开发,分类,medical-3d-visualization,Medical 3D Visualization Software,,no,2/3,0.53
cn-all-remaining-0378-b6193635,计算物理非线性方程求根可视化实验室,分类,simulation-cae,Simulation & CAE Software,,no,2/3,0.48
cn-all-remaining-0379-fa0f25f9,IPO 可比公司筛选与估值定价,分类,financial-research,Financial Research Software,,yes,3/3,0.63
cn-all-remaining-0380-82b780a6,DAS 双光纤散射体差分进化反演,分类,x-seismic-processing-workstation,Seismic Interpretation / Processing Workstation — 道集处理与解释,,yes,1/3,0.47
cn-all-remaining-0381-cef57a44,负热膨胀曲线离散区间统计与稳健候选筛选程序,分类,x-materials-property-database,Materials Property Database — 材料结构与性质检索库,,yes,3/3,0.5
cn-all-remaining-0382-1593e06a,工业定子检测视频抽帧、标注质检与 YOLO 数据集前处理平台开发,分类,data-labeling,Data Labeling Software,,no,2/3,0.45
cn-all-remaining-0383-e493ff6b,工业定子 YOLO 训练评估、模型转换与 RGB-D 推理部署流水线开发,分类,data-labeling,Data Labeling Software,,yes,2/3,0.4
cn-all-remaining-0384-5a0c687a,F-J变换震源频散成像与网格搜索定位算法开发,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,3/3,0.57
cn-all-remaining-0385-44efd462,多窗频率-Bessel面波频散提取,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,2/3,0.53
cn-all-remaining-0386-c86d9cd1,基于声子模态热容加权的负热膨胀 Grüneisen 描述符计算程序,分类,x-atomistic-simulation-package,Atomistic / Molecular Simulation Package — 分子动力学与第一性原理计算,,yes,2/3,0.53
cn-all-remaining-0387-e17081aa,区域阵列 f-k Bartlett 波束形成定位算法开发,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,2/3,0.55
cn-all-remaining-0388-8fa5bc07,负热膨胀候选的三目标 Pareto 排序与稳健设计选择程序,分类,x-materials-property-database,Materials Property Database — 材料结构与性质检索库,,yes,2/3,0.52
cn-all-remaining-0389-68b3c7e8,Rayleigh波源密度函数(SDF)计算,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/3,0.43
cn-all-remaining-0390-6dee4f87,海浪压力场(p2l)主导周期时空分析,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/3,0.45
cn-all-remaining-0391-d4a9fbcb,基于图连通性与八维 XRD 指纹的 NTE 候选闸门筛查器,分类,x-materials-property-database,Materials Property Database — 材料结构与性质检索库,,yes,3/3,0.53
cn-all-remaining-0392-ba434732,DAS弹性波场正演与耦合响应分析,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.37
cn-all-remaining-0393-6a01fe39,带 SQLite 作业账本的 NTE Fake Backend 断点续跑调度器,分类,x-hpc-job-scheduler,HPC Cluster / Job Scheduler Portal — 作业提交队列与算例日志,,no,3/3,0.35
cn-all-remaining-0394-1e06e38d,修复 Nacos Naming 模块 ConcurrentHashMap 上 check-then-act 竞态导致的潜在 NPE,分类,version-control-hosting,Version Control Hosting Software,,yes,2/3,0.77
cn-all-remaining-0395-459e966d,工业空压站能效审计、停机保压泄漏核算与联控节能改造校核,分类,x-process-historian,Process Historian — 工厂时序位号历史库与趋势查询,,yes,3/3,0.64
cn-all-remaining-0397-64a67ace,游戏测试工程师公开岗位样本清洗、能力结构分析与招聘门槛校核,分类,job-search-sites,Job Search Sites,,yes,3/3,0.64
cn-all-remaining-0398-6d389a9a,近海日尺度海温质量控制、海洋热浪事件识别与监测发布边界核验,分类,weather-data-software,Weather Data Software,,yes,3/3,0.48
cn-all-remaining-0399-6ddf0530,手游限时活动奖励发放、请求幂等与玩家经济闭环审计,分类,x-game-liveops-console,Game Engine Editor / LiveOps Admin Console — 游戏内容编辑器或运营后台,,yes,3/3,0.55
cn-all-remaining-0400-2d892a5f,腹腔镜胆囊切除术围术期质控规则回归、异常定位与月度质控放行核验,分类,medical-qms,Medical Quality Management Systems (QMS),,yes,2/3,0.58
cn-all-remaining-0401-c65c75e3,微藻温度×盐度双因子实验数据质控、生长动力学与可复现统计复核,分类,lims,LIMS Software,,yes,2/3,0.58
cn-all-remaining-0402-aa42dfd5,800V动力电池液冷系统台架数据质量、热平衡故障与控制策略放行评估,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.73
cn-all-remaining-0403-f1abed95,手游限时卡池保底、重复转化与幂等结算回放核验,分类,x-game-liveops-console,Game Engine Editor / LiveOps Admin Console — 游戏内容编辑器或运营后台,,yes,3/3,0.55
cn-all-remaining-0404-b99d77e5,三层社区卫生服务中心建筑方案功能、疏散与无障碍比选放行评估,分类,building-design-and-building-information-modeling-bim,Building Design and Building Information Modeling (BIM) Software,,yes,3/3,0.63
cn-all-remaining-0405-37b50b73,多仓库存盘点差异复核与关账调整建议,分类,warehouse-management,Warehouse Management Software,,yes,3/3,0.68
cn-all-remaining-0406-6b719b00,长三角城市更新建筑设计市场机会评估与重点客户研究,分类,government-procurement,Government Procurement Software,,yes,3/3,0.58
cn-all-remaining-0407-b77013e8,电子连接器来料关键特性、外观缺陷与量具校准批次复核,分类,quality-management-qms,Quality Management Systems (QMS),,yes,3/3,0.66
cn-all-remaining-0409-6a7bb0d1,工业物联网边缘网关消息幂等、离线补传与OTA灰度发布审计,分类,iot-device-management-platforms,IoT Device Management Platforms,,yes,3/3,0.55
cn-all-remaining-0410-7e8ac79d,办公楼精装修工程量、变更与进度款复核,分类,construction-estimating-software,Construction Estimating Software,,yes,2/3,0.6
cn-all-remaining-0411-51fd07e5,云计算工程技术人员招聘样本清洗、职业任务映射与人才画像复现审计,分类,job-search-sites,Job Search Sites,,yes,3/3,0.68
cn-all-remaining-0412-a20676d9,大数据工程技术人员岗位需求复盘与2027课程调整建议,分类,job-search-sites,Job Search Sites,,yes,3/3,0.68
cn-all-remaining-0413-32af7365,中国工业设计师人才需求与设计服务机会研究,分类,job-search-sites,Job Search Sites,,yes,3/3,0.63
cn-all-remaining-0414-b2da4750,长三角既有公共建筑结构检测鉴定与加固设计服务市场研究与区域进入建议,分类,crm,CRM Software,,yes,2/3,0.43
cn-all-remaining-0415-4696e896,图形算法工程师人才供需、技术栈与团队建设研究,分类,job-search-sites,Job Search Sites,,yes,3/3,0.55
cn-all-remaining-0416-655ce14e,新能源汽车电机端盖轴承座孔径量具R&R、SPC过程能力与量产放行审计,分类,quality-management-qms,Quality Management Systems (QMS),,yes,3/3,0.58
cn-all-remaining-0417-e46ae306,    精装修住宅交付查验缺陷分级、整改闭环与交付判定    ,分类,inspection-management,Inspection Management Software,,yes,2/3,0.6
cn-all-remaining-0418-1fa412f3,氮磷添加对淡水藻类生长影响的微宇宙实验数据质控、统计分析与可复现研究报告,分类,lims,LIMS Software,,yes,2/3,0.5
cn-all-remaining-0419-94921508,B2B合同回款、退款与销售佣金结算复核,分类,sales-compensation,Sales Compensation Software,,yes,3/3,0.57
cn-all-remaining-0420-dc253cc1,医药冷链多仓订单履约、FEFO库存分配与N-1韧性优化,分类,supply-chain-planning,Supply Chain Planning Software,,yes,1/3,0.53
cn-all-remaining-0421-9128c0d2,三流域农药暴露与底栖无脊椎动物群落响应的多源数据质控、混合效应建模与敏感性分析,分类,lims,LIMS Software,,yes,3/3,0.57
cn-all-remaining-0422-d68716cc,跨服公会战赛季事件流重放、排名结算与奖励补偿核验,分类,x-game-liveops-console,Game Engine Editor / LiveOps Admin Console — 游戏内容编辑器或运营后台,,yes,3/3,0.53
cn-all-remaining-0423-6de57e18,河口湿地甲烷通量多批次校准、脉冲事件与年度预算审计,分类,lims,LIMS Software,,yes,3/3,0.5
cn-all-remaining-0425-800c9d3c,跨平台3D游戏渲染回归、Shader覆盖与发布准入自动化评测,分类,automation-testing-tools,Automation Testing Tools,,yes,3/3,0.52
cn-all-remaining-0426-e25051a2,岸桥主梁多工况强度、疲劳与应变监测一致性复核,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.71
cn-all-remaining-0427-1a2f2c02,途中跑/最大速度候选步态单腿回收事件竞争、时间预算与下游速度闭合分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.8
cn-all-remaining-0428-cf6a351c,途中跑/最大速度候选步态前摆出口状态、多层相位耦合与触地入口闭合分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.8
cn-all-remaining-0429-bb30f48c,四批次TMT蛋白质组同位素校正、桥接归一化与差异通路复核,分类,lims,LIMS Software,,yes,3/3,0.53
cn-all-remaining-0430-e756a0ff,途中跑/最大速度候选步态下压与触地准备多足参考、触地链反事实及早期支撑闭合分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.8
cn-all-remaining-0431-139098e2,企业云身份入侵多源日志时间线重建、会话归因与控制有效性复核,分类,security-information-and-event-management-siem,Security Information and Event Management (SIEM) Software,,yes,3/3,0.66
cn-all-remaining-0432-17cae668,途中跑/最大速度候选步态前支撑几何转换点竞争、身体承接与四路径状态重建分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.8
cn-all-remaining-0433-48b9ac95,人民币固收组合估值、联合压力与调仓放行审计,分类,financial-risk-management,Financial Risk Management Software,,yes,2/3,0.56
cn-all-remaining-0434-09bdddd7,途中跑/最大速度候选步态后支撑/离地准备重新伸展时序、出口状态与下一循环闭合分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.88
cn-all-remaining-0435-cb32ec24,商业车险逐赔案准备金评估、随机分布与资本充足性自动化闭环,分类,insurance-claims-management,Insurance Claims Management Software,,yes,3/3,0.65
cn-all-remaining-0436-8f2d8149,途中跑/最大速度候选步态腾空全身层重叠事件图、腿交换与下一触地重定位分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.88
cn-all-remaining-0437-3f3825f9,企业财产险多币种赔案准备金、再保险分摊与资本压力测试复核,分类,insurance-claims-management,Insurance Claims Management Software,,yes,3/3,0.65
cn-all-remaining-0438-8bd2d962,跨境电商多源CDC湖仓重放、SCD2与财务对账发布准入,分类,e-commerce-platforms,E-Commerce Platforms,,yes,3/3,0.52
cn-all-remaining-0439-e36f8864,工业园区微电网日前调度、N-1韧性与方案放行评估,分类,supervisory-control-and-data-acquisition-scada,Supervisory Control and Data Acquisition (SCADA) Software,,yes,2/3,0.65
cn-all-remaining-0440-a3ce5637,三级医院既有综合楼近零能耗改造与绿色建筑三星预评估,分类,energy-management,Energy Management Software,,yes,2/3,0.65
cn-all-remaining-0441-8ac911fe,工业园区微电网多时段潮流、储能调度与N-1保护配合复核,分类,supervisory-control-and-data-acquisition-scada,Supervisory Control and Data Acquisition (SCADA) Software,,yes,2/3,0.63
cn-all-remaining-0442-86e060cb,5G园区网络MR/路测/告警融合、覆盖容量与参数优化复核,分类,network-management-tools,Network Management Tools,,yes,2/3,0.57
cn-all-remaining-0443-dc5f61f5,    300mm晶圆刻蚀工艺漂移、SPC/FDC根因分析与批次放行    ,分类,manufacturing-execution-system,Manufacturing Execution System (MES) Software,,yes,3/3,0.7
cn-all-remaining-0444-8561ae74,晶圆厂多站点SPC、良率归因与工艺窗口优化复核,分类,manufacturing-execution-system,Manufacturing Execution System (MES) Software,,yes,3/3,0.7
cn-all-remaining-0445-75064ea0,多租户微服务配置溯源、契约门禁与受控发布计划复核,分类,configuration-management,Configuration Management Tools,,unsure,2/3,0.45
cn-all-remaining-0446-824b7977,LX-217无菌冻干注射剂工艺验证、稳定性趋势、OOS/OOT调查与批次放行,分类,lims,LIMS Software,,yes,2/3,0.45
cn-all-remaining-0447-8b6c01c6,近海风机塔筒监测控制器电气架构综合与可执行验证,分类,systems-engineering-and-mbse,Systems Engineering & MBSE Tools,,yes,3/3,0.35
cn-all-remaining-0448-dfc6984c,车载通信与边缘计算单元结构方案级联合校核,分类,simulation-cae,Simulation & CAE Software,,yes,2/3,0.4
cn-all-remaining-0449-c6b07660,高密度信号处理整机热流—振动—BGA压紧多物理协同设计,分类,simulation-cae,Simulation & CAE Software,,yes,3/3,0.4
cn-all-remaining-0450-cdd63c3c,1500 V 浮地母线采样板绝缘协调与布局 DRC,分类,pcb-design,PCB Design Software,,yes,3/3,0.52
cn-all-remaining-0451-0d05beaf,HS-6000 硬件接口合同编译与可追溯软件需求工程,分类,requirements-management,Requirements Management Software,,yes,3/3,0.4
cn-all-remaining-0452-5e88f7b8,玄枢-M4安全控制内核、通信协议与故障注入 HIL 验证,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/3,0.35
cn-all-remaining-0453-ba71e11e,修复 Nacos 集群 TCP 健康检查 SocketChannel 资源泄漏与 hasMember IP 前缀误匹配,分类,source-code-management,Source Code Management Software,,yes,2/3,0.68
cn-all-remaining-0454-9372c08f,审计 NH3/Si 几何优化输入的完整性,分类,x-atomistic-simulation-package,Atomistic / Molecular Simulation Package — 分子动力学与第一性原理计算,,yes,3/3,0.65
cn-all-remaining-0457-b003c365,雨水管道增容改造设计与工程费优化,分类,civil-engineering-design,Civil Engineering Design Software,,yes,2/3,0.52
cn-all-remaining-0459-8e14ff87,分析 Cu/a-SiO2 晶格稳态温度剖面,分类,x-atomistic-simulation-package,Atomistic / Molecular Simulation Package — 分子动力学与第一性原理计算,,yes,3/3,0.7
cn-all-remaining-0461-49aebc48,计算左侧界面的积分谱热导,分类,x-atomistic-simulation-package,Atomistic / Molecular Simulation Package — 分子动力学与第一性原理计算,,yes,3/3,0.65
cn-all-remaining-0462-529c73fd,审计粗糙界面左右谱热导的能流一致性,分类,x-atomistic-simulation-package,Atomistic / Molecular Simulation Package — 分子动力学与第一性原理计算,,yes,2/2,0.68
cn-all-remaining-0468-f15a443c,计算 GaN/金刚石界面的稳态温降,分类,x-atomistic-simulation-package,Atomistic / Molecular Simulation Package — 分子动力学与第一性原理计算,,yes,2/2,0.7
cn-all-remaining-0469-86e80d53,某工业园道路照明工程量、回路分组与逐灯追溯核验包编制,分类,general-purpose-cad,General-Purpose CAD Software,,yes,2/2,0.73
cn-all-remaining-0470-3db56cb3,中空长航时固定翼无人机控制律设计要求编制,分类,systems-engineering-and-mbse,Systems Engineering & MBSE Tools,,no,2/2,0.53
cn-all-remaining-0471-0d77c114,双变量同步性组合三角热力图,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/2,0.55
cn-all-remaining-0472-0ae1c4b2,基于带噪数据的水下机器人垂向参数辨识与定深控,分类,robotic-simulation-software,Robotic Simulation Software,,no,2/2,0.57
cn-all-remaining-0473-afcf860c,小鼠皮层蛋白质组学基因型分类,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/2,0.9
cn-all-remaining-0474-6ffc068e,SRU 硫磺回收装置尾气浓度软测量,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/2,0.88
cn-all-remaining-0479-abb9f7a8,可穿戴IoT人体活动识别6分类,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/2,0.9
cn-all-remaining-0480-62388124,修复 RocketMQ ConsumeQueueStore 中 deleteTopic 与 FlushConsumeQueueService 的竞态导致已删除 Topic 被重新,分类,source-code-management,Source Code Management Software,,yes,2/2,0.88
cn-all-remaining-0485-3b1847ee,环境噪声源分布反演,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,no,2/2,0.48
cn-all-remaining-0486-21dd301a,多源水面波干涉反演,分类,simulation-cae,Simulation & CAE Software,,no,2/2,0.45
cn-all-remaining-0487-ea176e74,载流折线路径磁场计算、圆环收敛与协变审计,分类,simulation-cae,Simulation & CAE Software,,no,3/3,0.48
cn-all-remaining-0488-efcb609a,变介电二维静电边界值求解与等势线拓扑审计,分类,simulation-cae,Simulation & CAE Software,,no,3/3,0.48
cn-all-remaining-0489-dacccbb8,相关性网络图与VIF雷达图组合图,分类,x-research-dataset-repository,Research Dataset Repository — 公开数据集下载页与元数据,,yes,2/3,0.48
cn-all-remaining-0490-91ffdc27,修复 RocketMQ 异步 request-reply 中 RequestCallback 可能被多次触发的竞态与过早回调问题,分类,version-control-hosting,Version Control Hosting Software,,yes,2/3,0.67
cn-all-remaining-0491-aa4d5cc1,规则状态接口规范化实现与兼容验证,分类,api-development,API Development Tools,,no,2/3,0.47
cn-all-remaining-0492-97cc5e1a,服务层图片复制变更规则审查,分类,peer-code-review,Peer Code Review Software,,no,3/3,0.48
cn-all-remaining-0493-755ec260,工作台路由耗时观测与诊断端点,分类,application-performance-monitoring-apm,Application Performance Monitoring (APM) Tools,,no,3/3,0.5
cn-all-remaining-0494-1a9218c7,电脑配件采购清单规范化,分类,procurement,Procurement Software,,no,3/3,0.48
cn-all-remaining-0495-5d0e7157,方案联审列表状态与年份排序,分类,project-and-portfolio-management,Project and Portfolio Management Software,,no,2/3,0.45
cn-all-remaining-0501-29fe7995,途中跑摆动链连续相对相位、多时钟耦合与稳健评分分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.85
cn-all-remaining-0502-7f719b5c,触地准备与支撑链主导模式、突变与转换矩阵分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.85
cn-all-remaining-0503-d5a09c46,前摆—下压及支撑—回收双转移时滞互相关、相位同步与替代检验分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.85
cn-all-remaining-0504-94a7394f,不同动作相位转移入口正则化 CCA、嵌套来源档案留出与转移兼容性分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.85
cn-all-remaining-0505-467c6f39, 不同动作相位下多通道功能 PLS、嵌套来源试次留出与下游步速关联分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.85
cn-all-remaining-0506-090a089f,起跑连续加速步低维状态空间、嵌套模型竞争与异常转移分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.85
cn-all-remaining-0507-8754c588,连续途中跑候选策略 HMM、切换动力学、标签对齐与模式可识别性分析,分类,x-motion-capture-biomechanics-lab,Motion Capture / Biomechanics Lab Software — 动捕采集与肌骨建模工作流,,yes,3/3,0.85
cn-all-remaining-0508-3c61f735,修复Alibaba Nacos TCP健康检查SocketChannel资源泄漏及集群成员IP前缀误匹配问题,分类,version-control-hosting,Version Control Hosting Software,,yes,3/3,0.82
cn-all-remaining-0509-6e152030,修复Apache SeaTunnel文件连接器读取空目录时Schema和分区推断越界的问题,分类,version-control-hosting,Version Control Hosting Software,,yes,3/3,0.82
cn-all-remaining-0510-d49cdf96,干涉仪参数与不确定性反演,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.53
cn-all-remaining-0511-fb2679a9,多事件绝对到时—全台对 TDOA 稳健联合定位与退化审计,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,2/3,0.5
cn-all-remaining-0512-6dc90b5b,牛顿环曲率半径测量,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.53
cn-all-remaining-0513-987196c7,单缝衍射缝宽测量,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.53
cn-all-remaining-0514-6eab7459,单波长等厚干涉膜厚级次反演与可辨识性评估,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.53
cn-all-remaining-0516-ba0a9cec,离线高频名词提取与文档替换,分类,text-analysis,Text Analysis Software,,no,3/3,0.58
cn-all-remaining-0517-2782f9c8,RAG 多路检索参数接入,分类,ai-search-retrieval-infrastructure-platforms,AI Search & Retrieval Infrastructure Platforms Software,,no,3/3,0.42
cn-all-remaining-0518-b6641c0c,报告文件下载链路说明与模拟验证,分类,document-management,Document Management Software,,no,3/3,0.37
cn-all-remaining-0519-5bc55e58,工具钩子超时与停止响应修复,分类,ai-coding-assistants,AI Coding Assistants Software,,no,2/3,0.42
cn-all-remaining-0520-ef6218a4,网络协议轨迹回放与混合流量验证,分类,network-traffic-analysis-nta,Network Traffic Analysis (NTA) Software,,no,3/3,0.4
cn-all-remaining-0521-3123bf8c,开发工具多配置档切换插件,分类,integrated-development-environments-ide,Integrated Development Environments (IDE),,no,3/3,0.42
cn-all-remaining-0522-9576dc11,ERP SQL 宏用户上下文与缓存治理,分类,erp-systems,ERP Systems,,no,3/3,0.42
cn-all-remaining-0523-6e6f046e,调用边源证据对象优先报告,分类,static-code-analysis,Static Code Analysis Tools,,no,3/3,0.42
cn-all-remaining-0524-a56ec68a,评论列表与管理操作页,分类,commenting-systems,Commenting Systems,,no,3/3,0.55
cn-all-remaining-0525-220a5eb2,批量促销页不可编辑折扣分流,分类,trade-promotion-management,Trade Promotion Management Software,,no,3/3,0.45
cn-all-remaining-0526-5b9b4b49,BattlePass首次打开数据时序与冗余清理,分类,game-development,Game Development Software,,no,2/3,0.47
cn-all-remaining-0527-62c2bf93,表单结构加密与发布态缓存治理,分类,online-form-builder,Online Form Builder Software,,no,3/3,0.37
cn-all-remaining-0528-305959c2,发布申请补丁表单与类型字段联动,分类,application-release-orchestration,Application Release Orchestration (ARO) Tools,,no,3/3,0.48
cn-all-remaining-0529-c2ec96cc,任意载流路径三维磁场计算、拓扑异常与矢量协变验证,分类,simulation-cae,Simulation & CAE Software,,no,3/3,0.43
cn-all-remaining-0530-22ffde1c,有限正弦振幅光栅复场反演与积分衍射效率评估,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.58
cn-all-remaining-0531-c5738f5e,等倾干涉光学厚度反演、板厚锚定与参数可辨识性分析,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,3/3,0.58
cn-all-remaining-0532-b9206571,连续抛体轨迹事件求根、遗留帧判定迁移与可行包络分析,分类,physics-engine,Physics Engine Software,,unsure,3/3,0.42
cn-all-remaining-0533-bec00c07,历史 SEG-Y 空值语义取证、Rev1 规范化与逐样点回环验证,分类,x-seismic-waveform-data-center,Seismic Waveform Data Center — 台站波形与事件目录检索,,yes,2/3,0.63
cn-all-remaining-0534-85915e5c,非规则缺道地震重建、防混叠选择与预测不确定性校准,分类,x-seismic-processing-workstation,Seismic Interpretation / Processing Workstation — 道集处理与解释,,yes,2/3,0.65
cn-all-remaining-0535-5d4acc7c,时变子波盲估计、稀疏反射联合反演与预测区间校准,分类,x-seismic-processing-workstation,Seismic Interpretation / Processing Workstation — 道集处理与解释,,yes,2/3,0.65
cn-all-remaining-0536-1532ccc9,变深度拖缆鬼波参数联合反演、稳定去鬼波与实测陷波审计,分类,x-seismic-processing-workstation,Seismic Interpretation / Processing Workstation — 道集处理与解释,,yes,2/3,0.63
cn-all-remaining-0537-da51a5f5,多分量极性—方位联合旋转与单调 PP/PS 配准,分类,x-seismic-processing-workstation,Seismic Interpretation / Processing Workstation — 道集处理与解释,,yes,2/3,0.63
cn-all-remaining-0538-818df7fa,速度模型不确定性下的衍射偏移、聚焦稳定性与模型选择,分类,x-seismic-processing-workstation,Seismic Interpretation / Processing Workstation — 道集处理与解释,,yes,2/3,0.65
cn-all-remaining-0539-93bf92c9,阵列模态分解与传播事件检测,分类,x-test-bench-daq,Test Bench / Data Acquisition Software — 台架试验的多通道采集与回放,,yes,2/3,0.47
cn-all-remaining-0540-2410250a,分数时钟校正与双源解混,分类,x-seismic-processing-workstation,Seismic Interpretation / Processing Workstation — 道集处理与解释,,yes,2/3,0.55
cn-all-remaining-0541-ec370512,Gabor 反褶积核的确定性流式 Python 迁移,分类,x-seismic-processing-workstation,Seismic Interpretation / Processing Workstation — 道集处理与解释,,yes,2/3,0.55
cn-all-remaining-0542-6307f698,病态复数 f-p 岭求解器的 NumPy 迁移与逐频率审计,分类,x-seismic-processing-workstation,Seismic Interpretation / Processing Workstation — 道集处理与解释,,yes,2/3,0.53
